AdaBoost,LightGBM,XGBoost,GNN,FT_Transformer,LABEL
0.41571443320140233,0.09698011169698967,0.12314048,0.3277566,0.17038415,0
0.12244868413767136,0.0017932296313701956,0.0016811874,0.0077379723,0.0016714177,0
0.20650005302968172,0.01355984177062406,0.04600698,0.05001432,0.09469906,0
0.664599474184544,0.9996434346430813,0.99911267,0.8893966,0.68111885,1
0.7237039944254904,0.9698468879067327,0.9160887,0.1489226,0.94593304,1
0.31368565713304797,0.012856182126178612,0.017880682,0.14110619,0.10224359,0
0.7518745075907616,0.9458273620307585,0.98832124,0.6391248,0.9517427,1
0.21850451689739722,0.07614048908262848,0.07284135,0.11731532,0.06165129,0
0.6011723661116515,0.9500832649585069,0.98539746,0.07352971,0.046505153,1
0.1697746078012643,0.017111546002827636,0.01471642,0.049389303,0.019316612,0
0.848338009904227,0.9987318767436225,0.9978053,0.8301734,0.993576,1
0.7957785285341806,0.9793735752803602,0.97280324,0.45106953,0.9721166,1
0.12916054766169818,0.006570374670357627,0.014822921,0.02428988,0.009010695,0
0.13660943832329273,0.0015168685632271392,0.0023434367,0.07752481,0.023822613,0
0.3895129340359411,0.12112393886925142,0.35167024,0.04864688,0.04758977,1
0.1419380992631899,0.0030323172169371567,0.007373374,0.017039398,0.0050109397,0
0.17149951314559983,0.0022891090618598698,0.0061048227,0.055015303,0.013424187,0
0.5949264993417824,0.5912419148311737,0.998669,0.50332,0.5224262,1
0.11920292202211798,0.010425412327526494,0.01308308,0.007869198,0.0022778062,0
0.1425768523152162,0.01678182291304518,0.021752452,0.030201873,0.011432779,0
0.4580963133306917,0.11651959942602941,0.06898115,0.3915522,0.19815114,0
0.8609812124367181,0.9997140920257462,0.9997826,0.9510902,0.99704033,1
0.8650748484935694,0.9866117084518722,0.973492,0.87992495,0.9909977,1
0.6449412964766168,0.933853278547705,0.96137774,0.89146984,0.85777605,1
0.22095748855906625,0.02116664371835861,0.04674069,0.034283925,0.0045833196,0
0.8612661593420413,0.9932048349598788,0.98428357,0.74145067,0.97906154,1
0.12244868413767136,0.001032376825939233,0.00048481027,0.010362913,0.0019723854,0
0.7971170948418095,0.973145348337148,0.97213125,0.3384329,0.963733,1
0.19343666668155732,0.017849015358015387,0.008444952,0.045610372,0.13588928,0
0.12067618229574727,0.0003050633901700264,0.0004091078,0.025571713,0.0018917469,0
0.4451192656136491,0.05277892534077551,0.05443526,0.48622215,0.6851353,0
0.18260124402050937,0.0037105779640970124,0.0031696772,0.0038777697,0.0015003749,0
0.14353361307438214,0.002835708664081896,0.0013551499,0.017093834,0.009187272,0
0.12287710602444185,0.0031370055236325904,0.004060215,0.023783837,0.005230089,0
0.6113818439277691,0.9646631418481935,0.95094424,0.8504305,0.82885224,0
0.12369967200267591,0.002981319316759175,0.0042122826,0.013579027,0.007366529,0
0.11971730882303007,0.0035471810984077476,0.0033895173,0.011344133,0.003948345,0
0.12369967200267591,0.003473291579715621,0.002644188,0.019681666,0.0049847662,0
0.5291133193853197,0.8794426334123472,0.8885506,0.8676435,0.8930109,1
0.8279193612273205,0.9966601764974014,0.9974904,0.8090418,0.9981279,1
0.8627145801985662,0.9914771584635207,0.9903431,0.7126812,0.99586546,1
0.4961044574257429,0.3236741865649909,0.30993018,0.4920203,0.557439,0
0.4041031749775566,0.10598383964707753,0.100630835,0.40150696,0.36392793,0
0.6394857522849735,0.832824342169467,0.83668643,0.8328889,0.7846268,1
0.12264475380133606,0.0020432301318520476,0.0012990216,0.007978418,0.0020990157,0
0.32305549437175146,0.009579357952333351,0.015381135,0.11373045,0.033387758,0
0.8698671900330865,0.9942827078186596,0.9940142,0.9746098,0.9967,1
0.801096543490714,0.99308528730277,0.9924821,0.55955255,0.99012613,1
0.5450671401308168,0.22250309676921068,0.9961273,0.51278764,0.3335686,1
0.3009046885678823,0.016027097312866556,0.03066796,0.094452575,0.03174916,0
0.7336725434215001,0.9497460832998467,0.941624,0.5261249,0.9843263,0
0.20411880797851323,0.04737632572399404,0.08954778,0.14689928,0.09328672,0
0.697403736143332,0.7053123487803226,0.545087,0.48526305,0.8991604,0
0.8061971266109508,0.6784955443077137,0.7572384,0.4027019,0.50821364,0
0.7593323765778647,0.9998349363394583,0.9997254,0.8947392,0.9315945,1
0.8434258306707163,0.9718444971524748,0.93016165,0.72086996,0.9728291,1
0.1850254258239542,0.02496282794592227,0.027023617,0.051509116,0.05090948,0
0.8430673924276287,0.9925062288748508,0.98361176,0.5743269,0.9916711,1
0.24088996573861254,0.002535199267401629,0.00096099265,0.0018495753,0.0010645052,0
0.1300029376868312,0.00422265713794461,0.009062327,0.013335922,0.014996868,0
0.8289889128049247,0.9280564973433459,0.95438004,0.79925925,0.9884242,1
0.15623551205168146,0.01493560177544714,0.020735823,0.051569287,0.032610692,0
0.880797077977882,0.9992398640284079,0.99877745,0.8157741,0.9939966,1
0.25138483793917626,0.33625612644400155,0.20905343,0.19462042,0.13304797,0
0.8657893249365998,0.9749414823488576,0.9775608,0.94840574,0.9911177,1
0.13368783189942934,0.0032355260854084016,0.0020852508,0.032337364,0.010512214,0
0.14269622598495166,0.0015085746390359025,0.0024908527,0.017804733,0.002385771,0
0.11920292202211798,0.0004657901670546797,0.0004302672,0.008245302,0.0018357638,0
0.8373802405015107,0.9867126395821231,0.98233515,0.6746815,0.9940241,1
0.5486464552941566,0.8925025808316011,0.8461084,0.69156986,0.57075757,1
0.2068580037196216,0.09604351436432058,0.059113283,0.081759214,0.028855905,0
0.8367489521675118,0.999973244496868,0.9999466,0.9622016,0.983392,1
0.5005423980962325,0.4794267855478669,0.37830582,0.22559033,0.22219792,0
0.648897720033774,0.9986667219001907,0.998609,0.7775019,0.7167336,1
0.8398113062609986,0.9939594092908358,0.98847824,0.63617563,0.9918677,1
0.507310067781434,0.42263854777809595,0.41318664,0.65611094,0.4565746,0
0.8259809791796967,0.9944889540656381,0.99113303,0.9497657,0.9726672,1
0.2743928255698047,0.006550397438186516,0.004482991,0.053513426,0.048130054,0
0.3659846806533143,0.03367738455006915,0.055431988,0.36606675,0.20100941,0
0.7672620386655156,0.7960829495806766,0.8913175,0.8927474,0.85345644,1
